gene	contrast	alpha_effect	beta_effect	alpha_q	beta_q	category	alpha_plot	beta_plot
Itm2b	dEndo − control	-0.08022519693671	-0.0570739436932021	1.0	1.0	other tested genes	-0.08013938923061256	-0.05704300324827432
Itpr1	dEndo − control	0.0656806863945265	-0.0846319765905798	1.0	1.0	other tested genes	0.06563355394028839	-0.08453127041588859
Jazf1	dEndo − control	-0.3980094147270629	-0.3130427221493576	1.0	1.0	other tested genes	-0.3881864740472195	-0.30814304477697785
Jmjd1c	dEndo − control	-0.1656960265459035	-0.1564459048382713	1.0	1.0	other tested genes	-0.16494704153587367	-0.15581465563714822
Jpt1	dEndo − control	-0.1090152302312697	-0.0870682239431597	1.0	1.0	other tested genes	-0.10880044824778717	-0.08695858864606242
Jun	dEndo − control	0.2185343219949893	0.235248709999935	1.0	1.0	other tested genes	0.21683124141773577	0.23313117817094545
Junb	dEndo − control	1.000494326282397	0.7731842991059598	0.760279125495023	1.0	other tested genes	0.8817230852926209	0.7115915131389361
Jund	dEndo − control	-0.2877025754126411	-0.3228023103769752	1.0	1.0	other tested genes	-0.28387452440631294	-0.31744388027439935
Kansl1	dEndo − control	-0.0518823507723095	-0.1631770764673382	1.0	1.0	other tested genes	-0.05185910295688522	-0.16246147204434433
Kcnb2	dEndo − control	0.1025117267364964	0.1453244765365835	1.0	1.0	other tested genes	0.10233302712508412	0.14481775475477776
Kcnd2	dEndo − control	0.0220005396935486	0.1570993289595578	1.0	1.0	other tested genes	0.021998765282731366	0.15646019497998648
Kcnh7	dEndo − control	-0.1774913862209934	-0.0803468135056795	1.0	1.0	other tested genes	-0.17657243082982424	-0.08026061572364265
Kcnh8	dEndo − control	-0.1643260900077365	-0.3481317405524895	1.0	1.0	other tested genes	-0.16359538341827423	-0.3414576698008775
Kcnip4	dEndo − control	0.9281204989415248	0.6554335749193742	8.224115661847948e-10	5.000269427934443e-11	shared increase (q < 0.05)	0.8296231406271669	0.6157744027262692
Kcnma1	dEndo − control	-0.3344649731348688	-0.3235978139394646	1.0	1.0	other tested genes	-0.32852353563835524	-0.3182008307456937
Kcnmb2	dEndo − control	-0.3109987472051438	-0.2817060368502717	1.0	1.0	other tested genes	-0.30619184579764636	-0.2781071790310033
Kcnq1ot1	dEndo − control	-0.0416179603111681	-0.0593944571298558	1.0	1.0	other tested genes	-0.04160595556886568	-0.059359591463304925
Kctd12	dEndo − control	-0.3964299573388923	-0.0385774694084769	1.0	1.0	other tested genes	-0.38671858166534384	-0.03856790717662723
Kctd8	dEndo − control	0.3261747859380076	-0.3192124198463603	1.0	1.0	other tested genes	0.32065170037348983	-0.31402578396998015
Kdelr2	dEndo − control	-0.2839030226970931	-0.3875067225615394	1.0	1.0	other tested genes	-0.2802212504803695	-0.37841077136561313
Kif13a	dEndo − control	0.136389632480849	-0.1796951186198709	1.0	1.0	other tested genes	0.13597027716820884	-0.17874183719270215
Kif21a	dEndo − control	-0.0325209416451263	0.0213667065963426	1.0	1.0	other tested genes	-0.03251521195051293	0.02136508115125659
Kit	dEndo − control	0.0047684933295566	0.2162743275265598	1.0	1.0	other tested genes	0.004768475258321158	0.2146228345976401
Klf12	dEndo − control	0.0240543815103222	0.0891510097608605	1.0	1.0	other tested genes	0.02405206241671776	0.08903333622012452
Klhl13	dEndo − control	-0.0938180675985214	-0.1504982952559047	1.0	1.0	other tested genes	-0.09368098143750285	-0.1499358844482777
Klhl32	dEndo − control	-0.0042148415002104	0.0049348808967547	1.0	1.0	other tested genes	-0.004214829020945018	0.004934860867074438
Kmt2a	dEndo − control	-0.1167003010792542	-0.2301461533478864	1.0	1.0	other tested genes	-0.11643702196289966	-0.2281614041316889
Kmt2e	dEndo − control	-0.0676060501118612	-0.0989246239800216	1.0	1.0	other tested genes	-0.06755465595960837	-0.09876398299897755
Krt18	dEndo − control	-0.209839523271002	-0.043278445316253	1.0	1.0	other tested genes	-0.20832929642818895	-0.0432649464309478
Krt19	dEndo − control	-0.9462406341587088	-0.8210901246094984	1.0	0.1712716485389037	other tested genes	-0.8428445993016325	-0.7490522960819019
Krt7	dEndo − control	-0.2568744911095149	-0.0807172173115488	1.0	1.0	other tested genes	-0.2541302631513425	-0.08062982422887943
Krt8	dEndo − control	-0.1304191411679538	-0.0679684526317181	1.0	1.0	other tested genes	-0.13005222288294482	-0.06791622869614958
Krtcap2	dEndo − control	-0.192596041826556	-0.0929872283720093	1.0	1.0	other tested genes	-0.19142481999328614	-0.09285374283554461
Ksr2	dEndo − control	-0.1929109995160614	-0.0948859976344573	1.0	1.0	other tested genes	-0.19173408487564425	-0.09474418940900818
Large1	dEndo − control	-0.1955815098248532	-0.1084748856037878	1.0	1.0	other tested genes	-0.1943555955208982	-0.10826327048616116
Lars2	dEndo − control	-0.7421730030585968	-0.6894901225675758	5.863225291683656e-07	0.301059081571777	other tested genes	-0.6868738175914226	-0.6440352848570134
Lcorl	dEndo − control	-0.180713761987127	-0.0274331510232155	1.0	1.0	other tested genes	-0.17974433321681116	-0.027429711258039086
Lgr4	dEndo − control	-0.5488663452841166	-0.0925433085654409	1.0	1.0	other tested genes	-0.5244868839772324	-0.09241172084530634
Lhx1	dEndo − control	0.2270356354581292	0.170256248041844	1.0	1.0	other tested genes	0.22512910311803977	0.1694442542151215
Lman1	dEndo − control	0.006787919084887	-0.1266901742287068	1.0	1.0	other tested genes	0.006787866959449261	-0.12635369422808707
Lncpint	dEndo − control	-0.2538540290576327	-0.3099273080405433	1.0	1.0	other tested genes	-0.25120371647457884	-0.30516858695391813
Lpp	dEndo − control	-0.1658681203993374	-0.2446277501719171	1.0	1.0	other tested genes	-0.16511681815818938	-0.24225133911834854
Lrba	dEndo − control	-0.0275418572820736	-0.1254495456650885	1.0	1.0	other tested genes	-0.027538376472893592	-0.12512280878502102
Lrp8	dEndo − control	0.0292233260357695	-0.0776215041550516	1.0	1.0	other tested genes	0.029219168166477502	-0.07754376854156474
Lrpprc	dEndo − control	0.7905080793006398	0.1180004567645061	1.0	1.0	other tested genes	0.7252391404791584	0.11772831668150363
Lrrc42	dEndo − control	0.052807716004328	0.098837385580436	1.0	1.0	other tested genes	0.0527832030040556	0.09867716798191445
Macrod1	dEndo − control	-0.000471902092857	-0.0710172703494973	1.0	1.0	other tested genes	-0.0004719020753422309	-0.07095771005218278
Macrod2	dEndo − control	0.1510777994342544	-0.1154422746013806	1.0	1.0	other tested genes	0.1505089107741403	-0.1151873852928321
Mafb	dEndo − control	-0.2351338763249194	-0.2199193334446766	1.0	1.0	other tested genes	-0.23301939453814427	-0.21818412422825753
Maged1	dEndo − control	-0.1693725518707908	-0.1433511740483814	1.0	1.0	other tested genes	-0.16857303050087666	-0.1428646921641327
Mageh1	dEndo − control	0.0006590425096673	0.023148881206361	1.0	1.0	other tested genes	0.0006590424619595483	0.02314681423688801
Magi3	dEndo − control	0.0839031220433463	0.0702335671335212	1.0	1.0	other tested genes	0.08380498998859957	0.07017595411037048
Magt1	dEndo − control	-0.0344783778632233	-0.2036235041831476	1.0	1.0	other tested genes	-0.03447155043717673	-0.20224200396429196
Malat1	dEndo − control	0.2917233410165176	0.1504917780393925	1.0	1.0	other tested genes	0.2877364794131945	0.14992943980472434
Maml3	dEndo − control	0.0403071925591086	-0.0595918456536022	1.0	1.0	other tested genes	0.04029628621797905	-0.059556631589380064
Mamld1	dEndo − control	-0.0971220127056262	-0.260645265758832	1.0	1.0	other tested genes	-0.0969699703034699	-0.25778080213534244
Man1a	dEndo − control	-0.3296019466417756	-0.0343711892329618	1.0	1.0	other tested genes	-0.3239082698823212	-0.034364425263357604
Man1c1	dEndo − control	-0.0040663044502364	0.1516666816156632	1.0	1.0	other tested genes	-0.0040662932443763684	0.15109116002832101
Manf	dEndo − control	-0.0997562138511958	-0.0958466419989988	1.0	1.0	other tested genes	-0.09959149968943648	-0.0957004949082061
Maob	dEndo − control	-0.4881660242773719	-0.3308364959387218	1.0	1.0	other tested genes	-0.4706022242103123	-0.3250805567149049
Map1b	dEndo − control	-0.1378164791973082	-0.1863361769284399	1.0	1.0	other tested genes	-0.13738389952305294	-0.18527438299746044
Map2	dEndo − control	-0.0840144800170493	-0.0745258749839621	1.0	1.0	other tested genes	-0.08391595753948194	-0.07445705940423844
Map3k15	dEndo − control	-0.3450256843147193	-0.3634197025767968	0.4566762838438747	1.0	other tested genes	-0.3385228762723508	-0.3558611284058099
Mapk15	dEndo − control	-0.1142625550505883	-0.2216967115052001	1.0	1.0	other tested genes	-0.11401537055017011	-0.2199196956928604
Marcks	dEndo − control	-0.2330348856264008	-0.3367610217733344	1.0	1.0	other tested genes	-0.23097565137764287	-0.3307002650918422
Mast2	dEndo − control	0.2333973707080529	-0.0365793924360123	1.0	1.0	other tested genes	0.23132866343999642	-0.036571239822702196
Mast4	dEndo − control	-0.0728855926050662	-0.1077416075584967	1.0	1.0	other tested genes	-0.07282121457917606	-0.10753424031207999
Mbd5	dEndo − control	0.0562397103611945	-0.0170846735350841	1.0	1.0	other tested genes	0.05621010566805799	-0.017083842514530972
Mbnl2	dEndo − control	-0.2451155829217846	-0.1860849481858676	1.0	1.0	other tested genes	-0.24272517263138352	-0.18502739976102103
Mcc	dEndo − control	-0.1969234135950238	-0.4598945289126112	1.0	1.0	other tested genes	-0.19567238076840618	-0.4450559377533523
Mctp2	dEndo − control	-0.2247946046174148	-0.3149803013897577	1.0	1.0	other tested genes	-0.22294316116905444	-0.30999162793443663
Mdh1	dEndo − control	-0.1548531612742634	-0.0848877195354222	1.0	1.0	other tested genes	-0.15424086211154356	-0.08478609962219363
Mdk	dEndo − control	-0.2461753491648236	-0.1209674712856382	1.0	1.0	other tested genes	-0.2437543426979231	-0.12067437512033516
Mecom	dEndo − control	-0.2404436629564046	-0.2326128456084636	1.0	1.0	other tested genes	-0.23818513964909457	-0.23056460512597549
Med13l	dEndo − control	-0.161699088222148	0.1371260564452137	1.0	1.0	other tested genes	-0.16100260552630846	0.13669990967278806
Mef2a	dEndo − control	-0.1645582718753719	-0.1433496562281857	1.0	1.0	other tested genes	-0.16382448830887644	-0.14286318970273118
Meg3	dEndo − control	-0.077021432515733	-0.0439809541697169	1.0	1.0	other tested genes	-0.07694548270455745	-0.043966787592546776
Meis2	dEndo − control	-0.0871450153908639	0.0333256040743863	1.0	1.0	other tested genes	-0.08703509041121742	0.03331943860872388
Met	dEndo − control	-0.2830751080883231	0.0903253775508514	1.0	1.0	other tested genes	-0.2794247242670142	0.0902030037551624
Mfhas1	dEndo − control	-0.3769560035588481	-0.08164274701472	1.0	1.0	other tested genes	-0.3685554779105032	-0.0815523191832238
Mia	dEndo − control	-0.089352808138042	0.2115233590308217	1.0	1.0	other tested genes	-0.08923433561411022	0.20997696184239567
Micos10	dEndo − control	-0.0515881881358985	0.0007740455982262	1.0	1.0	other tested genes	-0.05156533320178133	0.0007740455209317577
Mid1	dEndo − control	0.2942342748485813	-0.0487669106838184	1.0	1.0	other tested genes	0.2901461237956898	-0.04874760166917178
Mid1ip1	dEndo − control	-0.1283981670363992	-0.0053635483057041	1.0	1.0	other tested genes	-0.12804796167378255	-0.005363522589923216
Mien1	dEndo − control	0.0177337716402997	-0.0180674906122341	1.0	1.0	other tested genes	0.017732842266059156	-0.01806650778207522
Mif	dEndo − control	-0.0281735999352962	-0.2374986895435797	1.0	1.0	other tested genes	-0.028169874125328103	-0.2353208183410458
Mllt3	dEndo − control	-0.1670546580118131	-0.0707876054326332	1.0	1.0	other tested genes	-0.1662872505264156	-0.0707286202489785
Mlxipl	dEndo − control	0.0910470662187375	0.1635247481234316	1.0	1.0	other tested genes	0.09092174300692848	0.16280459595954674
Mnx1	dEndo − control	-0.0868207064456533	-0.2681988733135199	1.0	1.0	other tested genes	-0.0867120014128055	-0.2650834134447735
Mpp6	dEndo − control	-0.2295309905942827	-0.2738676401196646	1.0	1.0	other tested genes	-0.22756187295293853	-0.27055477513701914
Mpped2	dEndo − control	0.0314726457390597	0.0788229168208261	1.0	1.0	other tested genes	0.03146745230048745	0.07874152236835666
Mrfap1	dEndo − control	-0.1061687555474446	0.0837052597097401	1.0	1.0	other tested genes	-0.10597030824983232	0.08360781882446787
Mrln	dEndo − control	0.4777759539416687	0.2047716347329518	1.0	1.0	other tested genes	0.4612462221756611	0.20336692132587367
Mrpl1	dEndo − control	0.077364008031201	-0.0563161866997289	1.0	1.0	other tested genes	0.07728704210209437	-0.05628646118528182
Mrpl36	dEndo − control	-0.0278563781176864	0.1348670257043752	1.0	1.0	other tested genes	-0.027852776719940363	0.13446148444492426
Mrps33	dEndo − control	0.0896463210167316	0.1443444098753326	1.0	1.0	other tested genes	0.08952667996287447	0.1438478086183988
Msi2	dEndo − control	-0.3030689170415627	-0.3023213739562326	1.0	1.0	other tested genes	-0.2986112923665779	-0.29789580888068284
Mtch1	dEndo − control	-0.1195999436564982	-0.0369512031972183	1.0	1.0	other tested genes	-0.11931663433226765	-0.03694279955032869
Mtmr7	dEndo − control	-0.1691324761595742	-0.1147385185724758	1.0	1.0	other tested genes	-0.16833632128592488	-0.11448824438537766
Myo18a	dEndo − control	0.2295658254830536	0.1441761167512601	1.0	1.0	other tested genes	0.22759582482061408	0.14368123980331493
Myo1d	dEndo − control	-0.0834248883166518	-0.0491519351261224	1.0	1.0	other tested genes	-0.0833284212686784	-0.049132165480437286
Myt1l	dEndo − control	-0.4241617058082266	-0.2666259435173002	1.0	1.0	other tested genes	-0.41237437040192787	-0.2635638763233586
Naaladl2	dEndo − control	-0.5650488325862145	-0.5995906244158106	1.0	1.0	other tested genes	-0.5386244660263334	-0.5684738303665138
Naca	dEndo − control	-0.0249561108520571	-0.0258877300940436	1.0	1.0	other tested genes	-0.02495352110243134	-0.025884839415997105
Nav2	dEndo − control	-0.1213757266971458	-0.0479332791866755	1.0	1.0	other tested genes	-0.12107966601793702	-0.047914942894196136
Nbea	dEndo − control	-0.0054708400566392	-0.0654685789321328	1.0	1.0	other tested genes	-0.005470812766550034	-0.06542190104729821
Ncald	dEndo − control	-0.4923506551926436	-0.3127322872473631	1.0	1.0	other tested genes	-0.4743595976371529	-0.30784677358291346
Ncam1	dEndo − control	-0.0422490552852468	-0.074808644766358	1.0	1.0	other tested genes	-0.04223649639852611	-0.0747390442174584
Ncam2	dEndo − control	-0.1087349442290354	0.4450021224007615	1.0	1.0	other tested genes	-0.10852180884691347	0.4314877425196326
Ncoa7	dEndo − control	0.1581995673561459	-0.0927493507281807	1.0	1.0	other tested genes	0.15754701070873386	-0.09261688439452984
Ncor1	dEndo − control	-0.0534024939872812	-0.0513077867324933	1.0	1.0	other tested genes	-0.05337714406589069	-0.051285302160808614
Ndn	dEndo − control	-0.0033140965240952	-0.1585346277944194	1.0	1.0	other tested genes	-0.0033140904575412683	-0.1578779468823419
Ndrg1	dEndo − control	-0.1950532724194965	-0.3926156133627645	1.0	1.0	other tested genes	-0.19383715453697734	-0.3831703914793182
Ndst4	dEndo − control	-0.4374725969314902	-0.635080212869399	1.0	1.0	other tested genes	-0.4245990075027708	-0.5986723103082212
Ndufa1	dEndo − control	-0.1293112144526835	-0.0781054524347923	1.0	1.0	other tested genes	-0.12895352225754272	-0.07802625643203387
Ndufa12	dEndo − control	-0.2736206465498518	-0.2319633014451901	1.0	1.0	other tested genes	-0.2703165462776113	-0.22993190622826895
Ndufa4	dEndo − control	-0.0365832509322319	0.0406292449208126	1.0	1.0	other tested genes	-0.036575095739803526	0.04061807519293348
Ndufb1-ps	dEndo − control	-0.0003198310395871	0.0798503626506994	1.0	1.0	other tested genes	-0.00031983103413441315	0.07976574981189341
Ndufb11	dEndo − control	-0.0206045222334892	0.02668414232104	1.0	1.0	other tested genes	-0.020603064582878645	0.026680976623820397
Ndufb2	dEndo − control	-0.0970039549854425	-0.0722111998161859	1.0	1.0	other tested genes	-0.0968524648084686	-0.07214858958319703
Ndufb4	dEndo − control	-0.1280254292486163	-0.0729138087449442	1.0	1.0	other tested genes	-0.1276782502093919	-0.07284935604111883
Ndufb5	dEndo − control	-0.0926283400879909	-0.0234735154312657	1.0	1.0	other tested genes	-0.09249639024347026	-0.023471360291241805
Ndufb8	dEndo − control	-0.1177905365107894	0.0882677419016005	1.0	1.0	other tested genes	-0.11751984027144474	0.08815352338391014
Ndufc1	dEndo − control	-0.1221411340284392	-0.0561909680138926	1.0	1.0	other tested genes	-0.12183946202050068	-0.056161440155615035
Ndufc2	dEndo − control	-0.1820803944139296	-0.1006384988152502	1.0	1.0	other tested genes	-0.18108902119688555	-0.10046938884276661
Ndufs5	dEndo − control	-0.0818934150469868	-0.0409867849168539	1.0	1.0	other tested genes	-0.08180215340804545	-0.04097531785377396
Ndufv3	dEndo − control	-0.0612922142580613	-0.0466518685633401	1.0	1.0	other tested genes	-0.061253902550095836	-0.04663496295188212
Nectin3	dEndo − control	-0.0160947446036333	-0.0920181534664957	1.0	1.0	other tested genes	-0.016094049818690198	-0.0918887876120081
Nedd4	dEndo − control	-0.1773344386518976	-0.2342314743353101	1.0	1.0	other tested genes	-0.17641789643064223	-0.2321408613569934
Nedd4l	dEndo − control	-0.120575324738463	-0.2268467643439093	1.0	1.0	other tested genes	-0.12028505753793522	-0.22494491550205173
Nefm	dEndo − control	-0.3377145443874287	-0.158450065988225	1.0	1.0	other tested genes	-0.33160379214407637	-0.15779442756526352
Neo1	dEndo − control	-0.3445162980971838	-0.2632191712986437	1.0	1.0	other tested genes	-0.33804130790954096	-0.26027070958439397
Neurod1	dEndo − control	-0.0162399273259457	-0.1099868554109831	1.0	1.0	other tested genes	-0.0162392135704643	-0.10976630013247099
Nf1	dEndo − control	-0.1629878122824367	-0.1688684904501607	1.0	1.0	other tested genes	-0.16227467556831382	-0.16807602656796752
Nfia	dEndo − control	-0.4074139220147056	-0.247627583322677	1.0	1.0	other tested genes	-0.3969101428059902	-0.24516423858660832
Nipal2	dEndo − control	-0.1050364634544545	-0.2646042328086782	1.0	1.0	other tested genes	-0.10484427750415026	-0.2616099184366042
Nipbl	dEndo − control	-0.1304729865882249	-0.1051305966068494	1.0	1.0	other tested genes	-0.13010561594656483	-0.10493789518673986
Nkx2-2	dEndo − control	-0.207478444679575	-0.0855084476753096	1.0	1.0	other tested genes	-0.20601799756510303	-0.08540458709942907
Nkx6-1	dEndo − control	-0.1503689466659848	-0.0948438929189895	1.0	1.0	other tested genes	-0.14980797507365157	-0.09470227288201082
Nlgn1	dEndo − control	-0.0718573332873955	0.0316380726400546	0.3090196065129017	1.0	other tested genes	-0.07179563759394425	0.03163279690160276
Nme1	dEndo − control	-0.0251703299985647	0.0083962403683283	1.0	1.0	other tested genes	-0.02516767299772527	0.008396141720038193
Nme2	dEndo − control	0.0461144399571349	0.0464392462472327	1.0	1.0	other tested genes	0.046098111532086906	0.04642257058454864
Nnat	dEndo − control	-0.4287141089279291	0.300668916235121	1.0	1.0	other tested genes	-0.41656191545281346	0.2963136941043996
Noct	dEndo − control	-0.1073597239366602	-0.4056703807409283	1.0	0.7393468307077088	other tested genes	-0.10715454636619309	-0.39529497478432063
Nol4	dEndo − control	0.0493779189998225	-0.0935976982456096	1.0	1.0	other tested genes	0.049357875616673805	-0.09346157330920926
Npepl1	dEndo − control	-0.1815797399451262	-0.056814157315157	1.0	1.0	other tested genes	-0.18059644336459307	-0.05678363704426398
Nr5a2	dEndo − control	-0.5456601436274756	-0.4414526502825591	1.0	1.0	other tested genes	-0.5216743152758109	-0.42824273056037676
Nr6a1	dEndo − control	-0.1867804167229834	-0.0832466320880045	1.0	1.0	other tested genes	-0.18571108824196048	-0.08315078081604653
Nrg1	dEndo − control	0.0475708226695742	0.0331939847720991	1.0	1.0	other tested genes	0.04755289892091909	0.03318789204574043
Nrip1	dEndo − control	-0.1329859824166323	-0.1997660890995232	1.0	1.0	other tested genes	-0.1325970873065954	-0.19846073668335332
Nt5dc2	dEndo − control	-0.1958448360476796	-0.2344306557777181	1.0	1.0	other tested genes	-0.19461401897025718	-0.23233478955060463
Nucb2	dEndo − control	0.0122458393685215	-0.1069221879032658	1.0	1.0	other tested genes	0.012245533323640848	-0.10671950019871984
Nxn	dEndo − control	-0.5735353897736613	-0.1676688910467878	1.0	1.0	other tested genes	-0.5459996346183587	-0.1668930578261721
Ociad2	dEndo − control	0.1371766967681575	-0.0083094985541952	1.0	1.0	other tested genes	0.1367500803265706	-0.008309402931780703
Ocrl	dEndo − control	-0.1006856396170268	-0.2532383522795924	1.0	1.0	other tested genes	-0.10051629260902199	-0.2506069235570186
Orc6	dEndo − control	-0.0913819785099266	-0.1162723257516438	1.0	1.0	other tested genes	-0.09125527068069003	-0.11601192103081961
Osbpl6	dEndo − control	0.1884516147870857	-0.1801108613102901	1.0	1.0	other tested genes	0.18735362764528718	-0.17915101113197024
Ostc	dEndo − control	0.0553761810225719	-0.0303465572303987	1.0	1.0	other tested genes	0.055347917965479464	-0.030341901400348946
Otud5	dEndo − control	-0.0043337790241238	-0.0507712877719956	1.0	1.0	other tested genes	-0.004333765458325087	-0.05074950064344434
P4hb	dEndo − control	-0.0728937308385961	-0.2213441271283313	1.0	1.0	other tested genes	-0.07282933127964852	-0.2195754563051385
Pacc1	dEndo − control	-0.33433326871773	-0.0493054456094235	1.0	1.0	other tested genes	-0.3283986298519475	-0.04928549028744428
Paip2	dEndo − control	-0.0021399277518682	0.0058731550509809	1.0	1.0	other tested genes	-0.002139926118646327	0.0058731212867853015
Pak3	dEndo − control	-0.2311989922803079	-0.3256504703293762	1.0	1.0	other tested genes	-0.22918730280178093	-0.3201531922742965
Pak7	dEndo − control	-0.3064402749223588	-0.0220172428889117	1.0	1.0	other tested genes	-0.30183621572987734	-0.02201546443412214
Palld	dEndo − control	0.1962543694267614	0.3930208373866983	1.0	1.0	other tested genes	0.19501590189114942	0.38354755933874884
Pam	dEndo − control	-0.0916268652399599	-0.1650032916496282	1.0	1.0	other tested genes	-0.0914991385781968	-0.1642635866522052
Pamr1	dEndo − control	-0.3796794137792137	-0.0515996390110127	1.0	1.0	other tested genes	-0.3711026967804125	-0.05157676886653048
Pappa2	dEndo − control	0.3636271440910128	0.2727157193592718	1.0	1.0	other tested genes	0.35605608764717517	0.26944360306147425
Papss2	dEndo − control	-0.2256595089370849	-0.1785460385761558	1.0	1.0	other tested genes	-0.2237869291911752	-0.17761075881483426
Pard3	dEndo − control	-0.184321955939417	-0.2094936451896949	1.0	1.0	other tested genes	-0.18329388707550812	-0.20799077895222212
Pard3b	dEndo − control	-0.0571230479620895	-0.3044695410137265	1.0	1.0	other tested genes	-0.05709202766654567	-0.29995144846226773
Patj	dEndo − control	0.0651078535475119	0.0043702790326227	1.0	1.0	other tested genes	0.06506194202069714	0.0043702651211689324
Pax4	dEndo − control	0.355782674565098	0.0181299752663096	1.0	1.0	other tested genes	0.3486746420823251	0.018128982204788268
Pax6	dEndo − control	0.0738851185595907	-0.0373841644468043	1.0	1.0	other tested genes	0.07381805988662646	-0.0373754620517567
Pbx1	dEndo − control	-0.2355002569714846	-0.1442889975487168	1.0	1.0	other tested genes	-0.2333760339232342	-0.143792964476593
Pbx3	dEndo − control	-0.1229305420685265	-0.13170497426528	1.0	1.0	other tested genes	-0.1226230094637019	-0.13132715261868785
Pcbp3	dEndo − control	-0.116692107454722	-0.1843087879280589	1.0	1.0	other tested genes	-0.11642888356534853	-0.1832809371947184
Pcdh9	dEndo − control	-0.5392322186495501	-0.0613953587438185	1.0	1.0	other tested genes	-0.5160241404218194	-0.06135685351236577
Pclo	dEndo − control	-0.033211532078991	-0.079025045695768	1.0	1.0	other tested genes	-0.033205429688343155	-0.0789430246389269
Pcm1	dEndo − control	0.077633002624326	-0.0202976677044762	1.0	1.0	other tested genes	0.07755523252180087	-0.020296274205481808
Pcp4	dEndo − control	-0.2554679962604931	-0.1421099191755286	1.0	1.0	other tested genes	-0.25276776418353497	-0.1416358908347536
Pcsk1	dEndo − control	-0.3765386290952404	-0.2092074129664244	1.0	1.0	other tested genes	-0.3681649028516421	-0.2077106202444623
Pcsk1n	dEndo − control	-0.050965176666365	-0.3701767880235772	1.0	0.450088566287743	other tested genes	-0.050943139172062266	-0.3622049192123097
Pcsk2	dEndo − control	-0.0072961288249242	-0.0984848638065528	1.0	1.0	other tested genes	-0.00729606409340094	-0.098326349511403
Pcyt1b	dEndo − control	0.0519153171787715	-0.241612126633412	1.0	1.0	other tested genes	0.05189202505550663	-0.23932107333724167
Pdcd4	dEndo − control	-0.1603663040938514	-0.1069826261966677	1.0	1.0	other tested genes	-0.1596867730690211	-0.10677959575837723
Pde10a	dEndo − control	0.4036091144003917	0.2232724609613166	1.0	1.0	other tested genes	0.39338420951976627	0.22145783628553597
Pde1a	dEndo − control	0.3963368586331749	0.5470294889714684	1.0	1.0	other tested genes	0.38663203417487546	0.5228760074477992
Pde1c	dEndo − control	-0.0002558368603934	-0.0306775019958932	1.0	1.0	other tested genes	-0.00025583685760253977	-0.03067269221968846
Pde3b	dEndo − control	0.0023198619882408	0.0477022352670853	1.0	1.0	other tested genes	0.0023198599074225677	0.04768416266833231
Pde4d	dEndo − control	0.0473131918254465	0.3597056820736355	1.0	1.0	other tested genes	0.04729555751953825	0.35236839723571683
Pdia3	dEndo − control	-0.2034468216925871	-0.2540650812635415	1.0	1.0	other tested genes	-0.20206887123044626	-0.2514082751906941
Pdia4	dEndo − control	-0.0848516983085614	-0.1017454200559355	1.0	1.0	other tested genes	-0.0847502074267664	-0.1015706858526438
Pdia5	dEndo − control	0.309395387213299	0.264558025180175	1.0	1.0	other tested genes	0.30466047024072723	0.26156524790231145
Pdia6	dEndo − control	-0.125021903171298	-0.1569141902030644	1.0	1.0	other tested genes	-0.12469848092445496	-0.15627729682193642
Pdx1	dEndo − control	0.0899406062992815	0.0138808632700163	1.0	1.0	other tested genes	0.08981978597940339	0.013880417551654457
Peg10	dEndo − control	-0.6917139263002973	-0.2105372247466467	1.0	1.0	other tested genes	-0.6458651383817564	-0.20901207852518167
Peg3	dEndo − control	-0.1164614965616923	-0.1537684402368453	1.0	1.0	other tested genes	-0.11619982389794958	-0.15316882955795286
Peli2	dEndo − control	0.0697018149739837	-0.1553832482024997	1.0	1.0	other tested genes	0.06964549878788755	-0.15476468447689917
Pex5l	dEndo − control	-0.1427003842214637	-0.1461615938317747	1.0	1.0	other tested genes	-0.14222045833353159	-0.1456461205831029
Pgrmc1	dEndo − control	-0.2218519927415276	-0.0875728246160932	1.0	1.0	other tested genes	-0.2200712935905311	-0.08746127648742846
Phactr1	dEndo − control	-0.2102512204742097	0.0653788437032304	1.0	1.0	other tested genes	-0.20873220165611633	0.06533235724925876
Phactr4	dEndo − control	0.1205445172787131	0.0483383412464836	1.0	1.0	other tested genes	0.12025447155527208	0.04831953648941247
Phf21a	dEndo − control	-0.0868681464192659	-0.103143387944988	1.0	1.0	other tested genes	-0.0867592634969505	-0.1029613751375673
Phf3	dEndo − control	-0.0675644023337636	-0.0440770589683257	1.0	1.0	other tested genes	-0.06751310297547561	-0.04406279937419281
Phip	dEndo − control	0.0051277661959216	-0.0267313465989157	1.0	1.0	other tested genes	0.005127743724618588	-0.026728164075201986
Phkb	dEndo − control	-0.1925984147232737	-0.0565685154728842	1.0	1.0	other tested genes	-0.19142715006795846	-0.05653838898875405
Phldb2	dEndo − control	-0.3281459984354182	-0.2341439111910989	1.0	1.0	other tested genes	-0.3225251970816442	-0.23205560490507168
Pias1	dEndo − control	-0.1002290343746927	-0.0802213798550063	1.0	1.0	other tested genes	-0.10006197403396846	-0.08013558437287878
Pik3c2g	dEndo − control	0.1475788034963947	0.2866844082400063	1.0	1.0	other tested genes	0.14704828785134366	0.2828959156074448
Pim2	dEndo − control	0.2023092910221063	0.2067025480780201	1.0	1.0	other tested genes	0.20095405197597693	0.20525822199838317
