gene	contrast	alpha_effect	beta_effect	alpha_q	beta_q	category	alpha_plot	beta_plot
Arx	DKO − control	-0.9789241378810276	0.3845625415178734	1.0	1.0	other tested genes	-0.8663919056261742	0.3756641416307814
Asap2	DKO − control	1.061914539840056	0.8876234351303135	0.7094285965812541	0.8780733741560047	other tested genes	0.9244832629343727	0.7996391563810454
Ash1l	DKO − control	0.7773484242866787	0.6906204959061855	0.948904334408236	1.0	other tested genes	0.7148824760720444	0.6449656486196451
Asic2	DKO − control	0.3793185719064598	0.8233069534688444	1.0	1.0	other tested genes	0.37076533163173897	0.7507646511293592
Asph	DKO − control	0.4334894157751152	0.6991770551088107	1.0	1.0	other tested genes	0.4209470856374717	0.6519922530336463
Asxl1	DKO − control	0.535517867872218	0.6508634015464462	1.0	1.0	other tested genes	0.512752279636814	0.6119480844700401
Atox1	DKO − control	-0.7160819983141492	-0.494896167282157	1.0	0.544656185844618	other tested genes	-0.6657916801109712	-0.47664216488300826
Atp2a2	DKO − control	0.5533554228637161	0.564921666853147	1.0	1.0	other tested genes	0.5284184387332104	0.5385137492566273
Atp2a3	DKO − control	0.2536336126408198	0.376295051644658	1.0	1.0	other tested genes	0.2509900706667281	0.3679369405410062
Atp5e	DKO − control	-0.4764665381745399	-0.3597001534697152	1.0	1.0	other tested genes	-0.4600644297254102	-0.35236319494951474
Atp5g1	DKO − control	-0.4718144533334928	-0.3665436568296688	1.0	1.0	other tested genes	-0.45586090834107246	-0.35879572935549303
Atp5h	DKO − control	-0.2230364561266316	-0.0660153745919029	1.0	1.0	other tested genes	-0.2212274969834616	-0.06596751888942295
Atp5j2	DKO − control	-0.433643778169221	-0.2578886366236409	1.0	1.0	other tested genes	-0.42108870966540024	-0.25511239931142404
Atp5k	DKO − control	-0.5139074603465401	-0.3525501045865011	1.0	1.0	other tested genes	-0.49361631053235533	-0.3456275341322346
Atp5l	DKO − control	-0.1483675139062301	0.0341745689727961	1.0	1.0	other tested genes	-0.14782850268176817	0.03416792037992532
Atp5md	DKO − control	-0.6187920561303631	-0.5494662880051705	1.0	1.0	other tested genes	-0.584872019851515	-0.5250127483468789
Atp5mpl	DKO − control	-0.5251739530595284	-0.299460618261156	1.0	1.0	other tested genes	-0.5036139959636263	-0.2951563752253733
Atp8b1	DKO − control	1.0431607861049244	0.9569303594854712	1.823759996980104e-05	0.003864854460927	shared increase (q < 0.05)	0.9115659675905013	0.8505885187509223
Atpif1	DKO − control	-0.384061752733366	-0.1536386986152012	1.0	1.0	other tested genes	-0.375196685144382	-0.153040593864492
Atrnl1	DKO − control	0.889487214104935	0.8253953851767271	0.4662537345852459	0.9665806135012974	other tested genes	0.801032392931346	0.7523761247203427
Atxn1	DKO − control	0.6691479898709976	1.1375671692269282	1.0	0.2565048864077439	other tested genes	0.6272085206332311	0.9753828192640939
Auts2	DKO − control	0.4846589725700431	0.7904580043763925	1.0	1.0	other tested genes	0.4674484690270223	0.7251998568260349
BC031181	DKO − control	-0.2439339503376448	-0.0351249349211568	1.0	1.0	other tested genes	-0.2415773572346128	-0.03511771629871354
BC052040	DKO − control	0.7238930754137417	0.4962562434089352	1.0	1.0	other tested genes	0.6721306751399929	0.47786080267814
Basp1	DKO − control	0.0549285565603748	0.4572586528443906	1.0	1.0	other tested genes	0.05490097274620168	0.44265997662342177
Baz2b	DKO − control	0.7651210419737465	0.6480925841235187	0.7798076263659566	0.8667878087192917	other tested genes	0.7052001396325802	0.609624356231904
Bcl11a	DKO − control	0.6516549968714478	0.5859301472836257	0.0315678209135749	1.0	other tested genes	0.6126114105906962	0.556722717280925
Bend7	DKO − control	0.4272282180871167	0.3546264622668262	1.0	1.0	other tested genes	0.4151958696111137	0.34758512125106583
Bet1	DKO − control	0.123369239809684	-0.1257437765465892	1.0	1.0	other tested genes	0.12305841794594653	-0.12541474608953834
Bex2	DKO − control	-0.3549229561961279	-0.101507398706851	1.0	1.0	other tested genes	-0.3478645509915035	-0.10133388419807116
Bex3	DKO − control	-0.0895078100895343	-0.0478570166175146	1.0	1.0	other tested genes	-0.08938872142305963	-0.04783876764592719
Blcap	DKO − control	0.2030072827115155	0.3097216653105005	1.0	1.0	other tested genes	0.20163813718257084	0.30497215604589234
Bsg	DKO − control	-0.3005590429966723	-0.1545062666923181	1.0	1.0	other tested genes	-0.29620847242620557	-0.15389804438635027
Btbd17	DKO − control	-1.1847967881695458	-0.0026967844368087	1.0	1.0	other tested genes	-1.0062037705506333	-0.0026967811680261725
Btbd3	DKO − control	0.5050813712696957	0.0642379277139385	1.0	1.0	other tested genes	0.48575211659791884	0.06419382979533768
Btf3	DKO − control	-0.2636704417854268	0.0962053539951462	1.0	1.0	other tested genes	-0.26070709094888145	0.09605756441258469
Btg1	DKO − control	0.359454462627868	0.2811663076950582	1.0	1.0	other tested genes	0.35213199640083903	0.27758763347436505
Btg2	DKO − control	0.7713786542704905	1.1285607538747835	1.0	0.001178789962119	other tested genes	0.7101624252650259	0.969423177549751
Btg3	DKO − control	-0.0519975292460319	-0.0363719564806024	1.0	1.0	other tested genes	-0.05197412638239793	-0.03636394172427463
C2cd4b	DKO − control	-0.4524127070605643	0.0582336580415598	1.0	1.0	other tested genes	-0.4382488741676063	0.05820079490185438
Cacna1a	DKO − control	0.4711686681798495	0.4108942728749037	1.0	1.0	other tested genes	0.4552767933056123	0.40013129882403803
Cacna1c	DKO − control	0.8022446929462393	0.919970638997669	1.0	1.0	other tested genes	0.7344201072684445	0.823637482602202
Cacna1d	DKO − control	0.8278175199788856	0.6641388363806071	1.0	0.8008242495637965	other tested genes	0.7542430217750539	0.6230406084981919
Cacna2d1	DKO − control	0.9291571501765312	0.7261044580558743	0.8232516882079951	0.4776636328732153	other tested genes	0.8303827663841432	0.6739210346787051
Cacnb2	DKO − control	1.0264090190849604	0.8931963967887618	0.0166087634934784	0.2781685549970166	other tested genes	0.8999248408724349	0.8038012958047956
Cadm1	DKO − control	0.6841594451576835	0.3282211982359694	1.0	1.0	other tested genes	0.639641198679665	0.3225966474930414
Cadps	DKO − control	0.9193123241615814	0.9372172428088884	0.000539853752093	0.0229720412478124	shared increase (q < 0.05)	0.8231529217452678	0.8362755724827032
Calm1	DKO − control	0.0347926602706781	0.1194424804021322	1.0	1.0	other tested genes	0.034785644503178344	0.11916028387613739
Calr	DKO − control	0.5218341254278581	0.6959996930450519	1.0	1.0	other tested genes	0.5006551002623055	0.649386307557939
Camk1d	DKO − control	0.8398980704230397	1.193081778744947	1.0	0.0033627607476956	other tested genes	0.7635211717886149	1.0115366511877306
Camk2d	DKO − control	0.8307989836440907	0.9995132565065918	1.0	1.0	other tested genes	0.7565379822160206	0.8810293655094604
Camk2n1	DKO − control	0.0937863105457703	0.2850885081303903	1.0	1.0	other tested genes	0.0936493631822603	0.2813614893548314
Canx	DKO − control	0.3805616220210118	0.2741436241890816	1.0	1.0	other tested genes	0.37192733753979573	0.27082094801858875
Casd1	DKO − control	0.4570840911251213	0.4893544655150075	1.0	1.0	other tested genes	0.44250121890720023	0.47166995540328016
Casp3	DKO − control	0.7807478286884525	0.6208061077414859	0.7413845924532549	1.0	other tested genes	0.7175641518203432	0.5865839217220652
Castor2	DKO − control	0.9251343796146876	0.9426351611147012	0.7413845924532549	0.037168241237538	other tested genes	0.827432809687916	0.8402233641001938
Cbfb	DKO − control	0.6233787623031846	0.6921999118711203	1.0	0.7867277349859924	other tested genes	0.5887683781593229	0.6462647775175323
Cbx5	DKO − control	0.165402860460424	0.2453668793699442	1.0	1.0	other tested genes	0.16465781206223565	0.2429692368258756
Cbx6	DKO − control	0.7475720202375811	0.6329423108533377	1.0	1.0	other tested genes	0.6912036647971229	0.5968667234507624
Ccdc88a	DKO − control	0.7991381572521266	0.7832803382114514	1.0	0.8981788397298373	other tested genes	0.731995128450879	0.719559091369616
Cck	DKO − control	-1.065699931313307	-0.6899129184952377	0.8742021689320648	1.0	other tested genes	-0.9270759450504938	-0.6443833283311281
Ccnd2	DKO − control	-0.6072656437211863	-1.9103639142385804	1.0	0.464033816375459	other tested genes	-0.5750451433882882	-1.402815037355578
Ccnd3	DKO − control	0.257942388789267	0.0513876712107153	1.0	1.0	other tested genes	0.25516444819043066	0.05136508153552098
Ccser1	DKO − control	0.712769327038058	0.9729377774469674	1.0	0.0151784074489579	other tested genes	0.66309622703175	0.8621076632731961
Cd164	DKO − control	0.4734872630892784	0.4644361278726628	1.0	1.0	other tested genes	0.4573732938337741	0.4491785399178552
Cd200	DKO − control	-0.3890215146412042	0.0923247112932135	1.0	1.0	other tested genes	-0.3798228624006532	0.09219405148422494
Cd24a	DKO − control	0.7652461577436889	0.8697436553560624	1.0	0.0229724136859408	other tested genes	0.7052995034151769	0.7862077675837039
Cd47	DKO − control	-0.2339601061982638	0.1863479451363074	1.0	1.0	other tested genes	-0.23187663653204077	0.1852859520609178
Cd63	DKO − control	-0.1184626178163268	0.0650640278528184	1.0	1.0	other tested genes	-0.11818728100074943	0.06501820885887981
Cd81	DKO − control	-0.5114061909628966	-0.1968054357237956	1.0	1.0	other tested genes	-0.49139048961147874	-0.1955566246738344
Cd9	DKO − control	-0.4372049111662093	0.0841683014084763	0.5615178826256988	1.0	other tested genes	-0.4243537507059705	0.08406923793489005
Cda	DKO − control	0.6515954075129226	0.4654055924582987	1.0	0.0008695818709458	other tested genes	0.6125614853816173	0.45005763959250217
Cdh2	DKO − control	0.5198057436336806	0.6423270530553866	0.0608750906608941	0.5417538483517378	other tested genes	0.4988560900928325	0.6047797074632918
Cdk14	DKO − control	0.7592001535671526	0.7219233619711731	1.0	0.9514502984371428	other tested genes	0.7004910575696008	0.6705343892817062
Cdk2ap2	DKO − control	0.211176597740449	-0.328818269970127	1.0	1.0	other tested genes	0.2096376950961825	-0.3231638932869831
Cdk8	DKO − control	0.6159559062657659	0.926300506154038	1.0	0.1227468916893757	other tested genes	0.5824587347369139	0.8282885564288793
Cdkn1a	DKO − control	-0.3494284722280447	-0.1547434134228847	1.0	1.0	other tested genes	-0.3426820657746235	-0.15413240600786818
Cdyl2	DKO − control	1.030359244298814	0.7960609740061173	1.0	0.0498590112870732	other tested genes	0.9026787157716126	0.729589437588324
Celf2	DKO − control	1.070912848607554	0.7906090876828429	0.07349363000265	0.1658705712002136	other tested genes	0.9306383590571387	0.7253183783908485
Cep112	DKO − control	0.7913623797144909	0.93714929555118	0.4910136160904725	0.1439323194807948	other tested genes	0.7259091895969273	0.8362259945958889
Cers6	DKO − control	1.0351784417326362	0.6693158947492015	0.0044993720720298	1.0	other tested genes	0.9060310353336279	0.6273480605052638
Chchd2	DKO − control	-0.1967090803895715	-0.0143866034960577	1.0	1.0	other tested genes	-0.1954620819977742	-0.014386107265932193
Chd2	DKO − control	0.7586275972462634	0.5162392576326016	1.0	1.0	other tested genes	0.7000349713406339	0.49568928480726493
Chd9	DKO − control	0.5554323280118346	0.657255478590141	1.0	1.0	other tested genes	0.5302348754956675	0.6172975354237946
Chga	DKO − control	-0.2215062319622591	0.2771022759556583	1.0	1.0	other tested genes	-0.21973372761451293	0.2736732404915944
Chgb	DKO − control	0.1718447943084668	0.4802949853751607	1.0	1.0	other tested genes	0.1710100590969798	0.46351804102157346
Chic1	DKO − control	0.3039536668789259	0.3737358060792842	1.0	1.0	other tested genes	0.29945790643241504	0.36554065676221953
Chrm3	DKO − control	1.3948325228870764	1.3216119642621489	0.0453004469383687	0.000415421717291	shared increase (q < 0.05)	1.1349748363372	1.091559629609701
Chst9	DKO − control	0.1735043447031836	0.6344692865919456	1.0	1.0	other tested genes	0.17264540819715152	0.5981565244702354
Cib1	DKO − control	-0.3741061207944198	-0.227817775568805	1.0	1.0	other tested genes	-0.36588751612748976	-0.22589176823523238
Cib2	DKO − control	-0.2693938413136461	-0.2260205413474949	1.0	1.0	other tested genes	-0.26623741907791204	-0.22413909246536262
Cited1	DKO − control	-0.7721096125796768	0.1859884617193269	1.0	1.0	other tested genes	-0.7107410967605645	0.1849325408491529
Cks1b	DKO − control	-0.3684581901230587	-0.0961704295974429	1.0	1.0	other tested genes	-0.36059275412550607	-0.09602280046455781
Clasp2	DKO − control	0.9332034522922398	1.0533215639338855	0.7723035248649277	0.0266751620575031	other tested genes	0.8333440155854617	0.9185795668280032
Clps	DKO − control	-0.9781063458650224	-0.3478987240503835	0.522002735217301	1.0	other tested genes	-0.8658073943921121	-0.3412375993802661
Clptm1l	DKO − control	0.3170562483930856	0.2693014429352846	1.0	1.0	other tested genes	0.31197108468006624	0.2661482003658568
Cltrn	DKO − control	-0.4976378757583059	-0.1603254320646042	1.0	1.0	other tested genes	-0.47909807942552934	-0.159646416546471
Clu	DKO − control	-0.9399817769286052	-0.1999510883229157	1.0	1.0	other tested genes	-0.8382912969179176	-0.1986421482783264
Cmss1	DKO − control	0.5935246717855462	1.1546524901719524	0.0494383823722769	0.0002469616149996	shared increase (q < 0.05)	0.5632644254181458	0.9866155057355881
Cnot6l	DKO − control	0.6643994544925437	0.6817322601400048	1.0	1.0	other tested genes	0.6232576957931023	0.6376368446821298
Cntnap5b	DKO − control	-1.7245920400172696	1.5237954928102788	1.0	0.1773226036228405	other tested genes	-1.313222479855168	1.207890511864254
Cope	DKO − control	-0.3934260882675604	-0.2513468705013164	1.0	1.0	other tested genes	-0.38392470016277397	-0.24877291051012915
Cox5a	DKO − control	-0.3567827424206611	-0.2615524641722303	1.0	1.0	other tested genes	-0.3496167042594932	-0.25865857378618384
Cox5b	DKO − control	-0.408797053772312	-0.2087344757446947	1.0	1.0	other tested genes	-0.39819073792016607	-0.20724768299121674
Cox6b1	DKO − control	-0.3094280354263111	-0.2115254771010885	1.0	1.0	other tested genes	-0.3046916596053755	-0.2099790340617045
Cox6c	DKO − control	-0.46762912990272	-0.2833626858629582	1.0	1.0	other tested genes	-0.45207268685468727	-0.2797014188324025
Cox7a2	DKO − control	-0.2958429552159395	-0.1489425492252123	1.0	1.0	other tested genes	-0.29168905091078295	-0.14839728773820787
Cox7a2l	DKO − control	0.6653778912813944	0.7406417339376133	0.6818197629095308	0.3463842427300471	other tested genes	0.6240724724075676	0.6856437475881755
Cox7b	DKO − control	-0.0928446278237303	0.1439722275158998	1.0	1.0	other tested genes	-0.09271175389169009	0.1434794342862901
Cox7c	DKO − control	-0.4109651662048478	-0.2499071188176195	1.0	1.0	other tested genes	-0.40019687159356315	-0.24737635258024507
Cox8a	DKO − control	-0.257874667066006	-0.1506287858470537	1.0	1.0	other tested genes	-0.2550988723072508	-0.15006492065034258
Cpe	DKO − control	0.278367099486714	0.4172719565668529	1.0	1.0	other tested genes	0.27489193409828155	0.4060237771963601
Cpm	DKO − control	0.023994382859624	-0.1723387817431383	1.0	1.0	other tested genes	0.023992081073275755	-0.17149689023102604
Cpn1	DKO − control	0.0080581470723468	-0.4141541252185434	1.0	1.0	other tested genes	0.00805805986729818	-0.4031448058139918
Crebrf	DKO − control	1.3177666678809996	0.9645489480640004	0.0312293245784976	0.6658998627324099	other tested genes	1.0892372700803281	0.8560824444799816
Creld2	DKO − control	-0.2869829610672889	-0.3007939259093156	1.0	1.0	other tested genes	-0.28318289628871274	-0.2964334075299133
Crot	DKO − control	0.4910061714690462	0.2747171016905264	1.0	1.0	other tested genes	0.4731530655881261	0.27137397857640355
Cryba2	DKO − control	0.004846125050701	0.1404181597477281	1.0	1.0	other tested genes	0.004846106082418472	0.13996076306087404
Cst3	DKO − control	-0.1183326292312023	-0.1383981903535328	1.0	1.0	other tested genes	-0.118058194037325	-0.13796014111836014
Ctnna2	DKO − control	0.8128166144207881	0.3890390800095659	0.0398103609979049	1.0	other tested genes	0.7426450944884423	0.3798392326239272
Ctnnd2	DKO − control	0.4110895711021055	0.393646137809965	1.0	1.0	other tested genes	0.40031193592462355	0.38412946425152283
Ctrb1	DKO − control	-0.912281019232854	0.3839415909451446	0.5757427267578258	1.0	other tested genes	-0.817967517520547	0.37508450961724343
Ctsl	DKO − control	-0.4819670484244975	-0.0976854433188366	1.0	1.0	other tested genes	-0.46502477889922444	-0.09753074700872301
Ctsz	DKO − control	-0.6473910140012386	-0.4451966599424133	1.0	1.0	other tested genes	-0.6090355223870538	-0.43166546994440186
Cxxc4	DKO − control	0.096142823570574	0.3533463811223959	1.0	1.0	other tested genes	0.09599532118343512	0.3463784135313812
Cyb5b	DKO − control	0.4511577671352835	0.6055463833129612	1.0	1.0	other tested genes	0.4371052327870634	0.573575060760439
Cycs	DKO − control	-0.2863185186845976	-0.2309661655422256	1.0	1.0	other tested genes	-0.2825441772705272	-0.22896045406280638
Cystm1	DKO − control	0.107990495402187	0.1626167844413485	1.0	1.0	other tested genes	0.10778169275323751	0.16190846906744527
Dach1	DKO − control	1.051512541857269	0.7948909235846726	0.5785649102209531	1.0	other tested genes	0.9173334703216726	0.7286737644380672
Dad1	DKO − control	-0.3201945358686196	-0.0929994822450819	1.0	1.0	other tested genes	-0.3149612554454842	-0.09286594406550404
Dapk1	DKO − control	0.833041569837586	0.9372875396551812	0.003224781881389	0.1667589510313746	other tested genes	0.7582619821863943	0.8363268629837516
Dbpht2	DKO − control	-0.1927199594245637	0.090981304604733	1.0	1.0	other tested genes	-0.19154649996154197	0.0908562520832368
Dcaf6	DKO − control	0.9976917417196371	0.8582319866403101	0.0896909894599718	0.8474158621539577	other tested genes	0.8797404596985511	0.7774969786757365
Dcx	DKO − control	0.1156248498632438	0.8121599548512185	1.0	1.0	other tested genes	0.1153687541111555	0.7421354488800147
Ddc	DKO − control	0.4614108075371305	1.0670566508953534	1.0	1.0	other tested genes	0.44643312089795517	0.9280039949196778
Ddost	DKO − control	-0.1722775610292901	0.0294985595204751	1.0	1.0	other tested genes	-0.1714365585926362	0.02949428309239409
Dek	DKO − control	0.2878452389336534	0.3006582765063509	1.0	1.0	other tested genes	0.2840116239605764	0.29630350495536245
Dennd1a	DKO − control	1.170628977736163	0.9733134938831886	0.024306704195932	0.1439323194807948	other tested genes	0.9970336094754223	0.8623769284395899
Deptor	DKO − control	0.8056455726734242	1.0192113511893854	1.0	0.0026013903342161	other tested genes	0.7370706398252886	0.8948930300553135
Derl2	DKO − control	0.2080118120081073	0.329653473295415	1.0	1.0	other tested genes	0.20654021498003497	0.3239572064877644
Dgkb	DKO − control	0.227794804661374	0.0964062978065667	0.0017473078236961	1.0	other tested genes	0.22586937113412286	0.0962575827980431
Dhrs4	DKO − control	-0.2203495974033932	-0.0658979116667583	1.0	1.0	other tested genes	-0.2186043272798963	-0.06585031063197368
Dlk1	DKO − control	-0.5072992279511387	-0.0851920534667596	1.0	1.0	other tested genes	-0.4877309038750132	-0.08508933904688036
Dmd	DKO − control	0.5219801304877904	0.2636716638709456	1.0	1.0	other tested genes	0.5007845372169965	0.2607082726472899
Dnah9	DKO − control	1.0678841789088855	0.9852220962519044	0.8291577252668912	0.2971691557040362	other tested genes	0.9285697484389648	0.8708853308866095
Dnajb11	DKO − control	0.1527475223966401	0.2449015827906135	1.0	1.0	other tested genes	0.1521596942621309	0.24251732019315472
Dnajb9	DKO − control	0.8456534122485047	0.8994072253141059	0.1613082225467259	0.9665806135012974	other tested genes	0.767922043910999	0.8084262647595649
Dnajc10	DKO − control	0.5845087534438015	0.5703979155469506	1.0	1.0	other tested genes	0.5554959555535441	0.5432761758480739
Dnajc12	DKO − control	0.1347787508672565	0.0836528021225464	1.0	1.0	other tested genes	0.13437400112848122	0.08355554393710467
Dnajc15	DKO − control	-0.1487881359278079	0.2005985548783507	1.0	1.0	other tested genes	-0.1482445574867582	0.1992770078866232
Dnajc3	DKO − control	0.5348787697323708	0.854387653982169	1.0	1.0	other tested genes	0.5121888064565165	0.7745769418407684
Dock11	DKO − control	0.259094689539507	0.6901514743309366	0.2376312604866386	1.0	other tested genes	0.2562800721760434	0.6445796759408255
Dop1b	DKO − control	0.6617131881829877	0.9809840846002617	1.0	0.4877508080113547	other tested genes	0.6210188635679992	0.8678631798335019
Dpf3	DKO − control	0.8765273978074748	0.8100736776957789	1.0	1.0	other tested genes	0.7913177744366356	0.7405151636543356
Dpp10	DKO − control	-1.2275110335455677	-0.3494008115880116	1.0	0.5951640004242907	other tested genes	-1.03346682432951	-0.3426559532859644
Dpp4	DKO − control	-1.745118328992788	0.0402810194423462	1.0	1.0	other tested genes	-1.3234732302737222	0.0402701343229112
Dpp6	DKO − control	0.3512490162094376	-0.244669000211041	1.0	1.0	other tested genes	0.3444002197298012	-0.24229140747985123
Dpyd	DKO − control	0.8994022553412385	0.3619576909663574	0.4200927899208672	1.0	other tested genes	0.8084225695142866	0.3544867217466205
Drap1	DKO − control	-0.3100968968367506	-0.0709609738319027	1.0	1.0	other tested genes	-0.30533057038047173	-0.07090155485259123
Dst	DKO − control	0.913695778408348	0.6883189351511401	0.3826538031815614	1.0	other tested genes	0.819012325320929	0.6430708101658256
Dstn	DKO − control	0.4322357054805835	0.4187465575305358	1.0	1.0	other tested genes	0.4197965392210147	0.40738429786387875
Dtnbos	DKO − control	0.6311178984212673	-0.5566646079076455	1.0	1.0	other tested genes	0.5953245172202781	-0.531311856477311
Dusp10	DKO − control	0.283367207142332	-0.1947497274770081	1.0	1.0	other tested genes	0.27970576884005544	-0.19353921569359864
Dynll1	DKO − control	-0.3986585756873833	-0.439310853828188	1.0	1.0	other tested genes	-0.38878955069792187	-0.4262825881740214
Ece1	DKO − control	0.6476158111696313	0.622746411207711	0.3677832057076403	1.0	other tested genes	0.6092242171089952	0.5882316786954512
Edem2	DKO − control	0.0796271014413679	-0.0901922544993223	1.0	1.0	other tested genes	0.07954319501314436	-0.09007041966660807
Eef1b2	DKO − control	0.0044539363123371	0.2458175914420243	1.0	1.0	other tested genes	0.00445392158660549	0.2434069419423082
Egr1	DKO − control	0.8058189387221028	1.123578735846055	1.0	0.3611196998068226	other tested genes	0.7372056376590546	0.9661150614906356
Ehbp1	DKO − control	0.9606186126890668	0.7716327037181593	0.7066712763913436	0.928546586737898	other tested genes	0.8532508076279963	0.7103635696086539
Eif1	DKO − control	-0.2379935556850928	-0.0475251199450984	1.0	1.0	other tested genes	-0.2358022650409805	-0.04750724777159106
Eif4a2	DKO − control	0.253516175266727	0.5504415177067677	1.0	1.0	other tested genes	0.25087623607499837	0.5258672767511807
Eif4b	DKO − control	0.2779560587979566	0.2459962497011235	1.0	1.0	other tested genes	0.2744959282547482	0.2435804317078183
Eif5a	DKO − control	-0.091640165860537	-0.1213725785372657	1.0	1.0	other tested genes	-0.09151238370732097	-0.12107654079380382
Elob	DKO − control	-0.4609795155093718	-0.2719121180278492	1.0	1.0	other tested genes	-0.44604147411328565	-0.26866823628506753
Elp4	DKO − control	0.7843775948139264	0.6841661653970499	0.8232516882079951	1.0	other tested genes	0.7204226747279528	0.639646745065359
Emb	DKO − control	0.8364581870820686	0.7911593365064442	0.0039034780175472	0.136430159452596	other tested genes	0.760884872249838	0.72574996297664
Enho	DKO − control	-0.4842020717038308	-0.0319937384229232	1.0	1.0	other tested genes	-0.4670372757392188	-0.03198828280748051
Entpd3	DKO − control	0.6528434292831168	0.2697856648558542	1.0	1.0	other tested genes	0.6136068198705581	0.26661573594893395
Epb41l5	DKO − control	0.6261979508675899	0.7225526941476672	1.0	1.0	other tested genes	0.5911592725865099	0.6710445719776101
Epcam	DKO − control	0.008598410873956	0.1710804229836567	1.0	1.0	other tested genes	0.00859830492690248	0.17025668199542876
Eps8l2	DKO − control	0.2418433679136432	0.3491088203140637	1.0	1.0	other tested genes	0.23954584099566884	0.34238029089287286
Ero1lb	DKO − control	0.7246940987340451	0.6620709630983331	1.0	1.0	other tested genes	0.6727794096952524	0.6213172061027814
Erp29	DKO − control	-0.2739624038786127	-0.131069393208186	1.0	1.0	other tested genes	-0.2706461721706408	-0.13069698744079306
Erp44	DKO − control	0.5072166788346625	0.3610137470723027	1.0	1.0	other tested genes	0.4876572846679504	0.3535989979376406
Esrrg	DKO − control	1.9991230404455824	1.3037805503235589	0.0044363332168207	0.0046715913272191	shared increase (q < 0.05)	1.443243218142649	1.0807539972820135
Etl4	DKO − control	0.5275672644169968	0.8623998208625195	1.0	0.5428030164087988	other tested genes	0.5057318328059373	0.7806564757686398
Etv1	DKO − control	-0.8229196744652149	-0.1057619522802578	1.0	1.0	other tested genes	-0.750465637710784	-0.10556576985648557
Exoc4	DKO − control	0.8286642867891222	0.6876866425159563	0.7723035248649277	1.0	other tested genes	0.754895156361522	0.6425498968273438
Exoc7	DKO − control	0.1201345845552083	0.0399556242676932	1.0	1.0	other tested genes	0.11984747522235979	0.03994500069248675
Fam120c	DKO − control	0.0277129722812778	0.8233967760869537	1.0	1.0	other tested genes	0.027709426205430494	0.7508339939653093
Fam155a	DKO − control	0.808451976812671	0.9739363209121592	0.185781767006173	0.6776120644738355	other tested genes	0.7392545440669552	0.8628231792898483
Fam172a	DKO − control	1.029366692282003	1.1182763969897602	0.2178289300403556	0.0041385014633634	other tested genes	0.9019872756691145	0.9625852458799359
Fam183b	DKO − control	-0.2498617712304897	-0.0165507204266448	1.0	1.0	other tested genes	-0.24733235776276152	-0.016549964906708205
Fam241b	DKO − control	0.1160983631169182	0.362787006352225	1.0	1.0	other tested genes	0.11583912080469062	0.35526642292158817
Farp1	DKO − control	0.9808294229635254	0.992882041349044	0.8291577252668912	0.2796022195304665	other tested genes	0.8677527685663041	0.8763314631420468
Fars2	DKO − control	0.7045484605663961	0.570332742418983	1.0	0.566733079478538	other tested genes	0.6563888288382898	0.5432195638158629
Fau	DKO − control	-0.4175757899995724	-0.0858808615802436	1.0	1.0	other tested genes	-0.40630416339127834	-0.08577564106331977
Fbxl17	DKO − control	0.9026397995263076	0.67680812971133	0.6337863264374014	1.0	other tested genes	0.8108277958553883	0.6335635691154158
Fbxl20	DKO − control	0.5249062586890093	0.4968685647312308	1.0	1.0	other tested genes	0.5033769838418234	0.47840923154966813
Fbxl7	DKO − control	-0.7426214309335317	0.7357044014326611	0.0448349608476818	0.001178789962119	other tested genes	-0.6872338695642178	0.6816714454029772
Fchsd2	DKO − control	0.8417853090995725	1.0545902682879713	1.0	0.4419522012122475	other tested genes	0.7649656407057283	0.9194528086396081
Fermt2	DKO − control	0.6801158306771181	0.4816809300863401	1.0	1.0	other tested genes	0.6363007506729449	0.4647670203166363
Fev	DKO − control	-0.3024842208969897	0.1295848179762536	1.0	1.0	other tested genes	-0.29805168449868563	0.12922486183501672
Ffar2	DKO − control	0.0410195011648745	0.0859597735932501	1.0	1.0	other tested genes	0.041008006634200754	0.08585426340304955
Fgf12	DKO − control	0.6682275547674004	1.2028501759748689	0.2212871861129889	0.12022668223971	other tested genes	0.6264433868146272	1.0177964943339484
Fh1	DKO − control	-0.0044611329695921	0.0139008043227671	0.1749213346032065	1.0	other tested genes	-0.004461118172364135	0.013900356680817754
Fhit	DKO − control	0.958606856645927	1.073328197210731	0.024306704195932	0.2767199215359854	other tested genes	0.8517992714683312	0.9322858268872166
Filip1	DKO − control	0.7435301211489665	0.4997018938662472	1.0	1.0	other tested genes	0.6879632387033741	0.48094517493197536
Fkbp2	DKO − control	-0.18976037800638	0.0831745547340881	1.0	1.0	other tested genes	-0.18863959890036697	0.08307895170565958
Fkbp9	DKO − control	1.0893353383750333	0.475537781714531	0.0019034448978486	0.9013862905566052	other tested genes	0.94315402255251	0.4592258309063945
Flrt1	DKO − control	1.7048704094921856	1.180304382611387	0.0158978086382567	0.0321813513040232	shared increase (q < 0.05)	1.3032871975581095	1.0033029830295221
Fmnl2	DKO − control	0.7835545364555739	0.8384044241603634	1.0	0.4356551794632298	other tested genes	0.7197749391066247	0.762377001434881
Fndc3a	DKO − control	0.5406647026672793	0.7979630166963168	1.0	0.9514502984371428	other tested genes	0.5172846179737599	0.731076848945752
